Clinic_Name,Province,District,City,Area,Phone,Phone_Status,Clinic_Type,Services,Latitude,Longitude,Geocode_Status
Springbok Clinic,Northern Cape,Namakwa,Springbok,CBD,027 712 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Steinkopf Clinic,Northern Cape,Namakwa,Steinkopf,Steinkopf,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kleinzee Clinic,Northern Cape,Namakwa,Kleinzee,Kleinzee,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Port Nolloth Clinic,Northern Cape,Namakwa,Port Nolloth,Port Nolloth,027 851 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Alexander Bay Clinic,Northern Cape,Namakwa,Alexander Bay,Alexander Bay,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Garies Clinic,Northern Cape,Namakwa,Garies,Garies,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kamieskroon Clinic,Northern Cape,Namakwa,Kamieskroon,Kamieskroon,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hondeklipbaai Clinic,Northern Cape,Namakwa,Hondeklipbaai,Hondeklipbaai,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Fraserburg Clinic,Northern Cape,Namakwa,Fraserburg,Fraserburg,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Williston Clinic,Northern Cape,Namakwa,Williston,Williston,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Sutherland Clinic,Northern Cape,Namakwa,Sutherland,Sutherland,023 571 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Loxton Clinic,Northern Cape,Namakwa,Loxton,Loxton,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Khayelitsha Site B CHC,Western Cape,City of Cape Town,Cape Town,Khayelitsha,021 360 5000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Dr Ivan Toms Clinic,Western Cape,City of Cape Town,Cape Town,Khayelitsha,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ikhwezi Clinic,Western Cape,City of Cape Town,Cape Town,Khayelitsha,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Guguletu CHC,Western Cape,City of Cape Town,Cape Town,Guguletu,021 637 4400,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hanover Park CHC,Western Cape,City of Cape Town,Cape Town,Hanover Park,021 691 5700,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mitchells Plain CHC,Western Cape,City of Cape Town,Cape Town,Mitchells Plain,021 391 5000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Crossroads Clinic,Western Cape,City of Cape Town,Cape Town,Crossroads,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Eastridge Clinic,Western Cape,City of Cape Town,Cape Town,Mitchells Plain,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Heideveld Clinic,Western Cape,City of Cape Town,Cape Town,Heideveld,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Lansdowne Clinic,Western Cape,City of Cape Town,Cape Town,Lansdowne,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Lentegeur Clinic,Western Cape,City of Cape Town,Cape Town,Lentegeur,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Manenberg Clinic,Western Cape,City of Cape Town,Cape Town,Manenberg,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Albow Gardens CDC,Western Cape,City of Cape Town,Cape Town,Albow Gardens,,to_verify,CDC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bellville South CDC,Western Cape,City of Cape Town,Cape Town,Bellville South,,to_verify,CDC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kraaifontein Clinic,Western Cape,City of Cape Town,Cape Town,Kraaifontein,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Delft CHC,Western Cape,City of Cape Town,Cape Town,Delft,021 954 1000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mfuleni Clinic,Western Cape,City of Cape Town,Cape Town,Mfuleni,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Khayelitsha Site C Clinic,Western Cape,City of Cape Town,Cape Town,Khayelitsha Site C,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Michael Mapongwana CDC,Western Cape,City of Cape Town,Cape Town,Khayelitsha,021 361 4000,available,CDC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Vanguard CDC,Western Cape,City of Cape Town,Cape Town,Bonteheuwel,021 694 4000,available,CDC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Nyanga Clinic,Western Cape,City of Cape Town,Cape Town,Nyanga,021 386 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Philippi Clinic,Western Cape,City of Cape Town,Cape Town,Philippi,021 370 5000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Stellenbosch Clinic,Western Cape,Cape Winelands,Stellenbosch,CBD,021 887 0100,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kayamandi Clinic,Western Cape,Cape Winelands,Stellenbosch,Kayamandi,021 887 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Paarl Clinic,Western Cape,Cape Winelands,Paarl,CBD,021 862 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mbekweni Clinic,Western Cape,Cape Winelands,Paarl,Mbekweni,021 862 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Wellington Clinic,Western Cape,Cape Winelands,Wellington,CBD,021 864 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Worcester Clinic,Western Cape,Cape Winelands,Worcester,CBD,023 348 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Zweletemba Clinic,Western Cape,Cape Winelands,Worcester,Zweletemba,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Robertson Clinic,Western Cape,Cape Winelands,Robertson,CBD,023 626 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Montagu Clinic,Western Cape,Cape Winelands,Montagu,Montagu,023 614 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ceres Clinic,Western Cape,Cape Winelands,Ceres,CBD,023 312 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Tulbagh Clinic,Western Cape,Cape Winelands,Tulbagh,Tulbagh,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
George Clinic,Western Cape,Garden Route,George,CBD,044 802 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Pacaltsdorp Clinic,Western Cape,Garden Route,George,Pacaltsdorp,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Thembalethu Clinic,Western Cape,Garden Route,George,Thembalethu,044 802 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Knysna Clinic,Western Cape,Garden Route,Knysna,CBD,044 382 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Knysna CHC,Western Cape,Garden Route,Knysna,Knysna,044 382 2000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Plettenberg Bay Clinic,Western Cape,Garden Route,Plettenberg Bay,CBD,044 501 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mossel Bay Clinic,Western Cape,Garden Route,Mossel Bay,CBD,044 691 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
KwaNonqaba Clinic,Western Cape,Garden Route,Mossel Bay,KwaNonqaba,044 691 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Riversdale Clinic,Western Cape,Garden Route,Riversdale,CBD,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Swellendam Clinic,Western Cape,Overberg,Swellendam,CBD,028 514 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hermanus Clinic,Western Cape,Overberg,Hermanus,CBD,028 313 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Zwelihle Clinic,Western Cape,Overberg,Hermanus,Zwelihle,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Caledon Clinic,Western Cape,Overberg,Caledon,CBD,028 212 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bredasdorp Clinic,Western Cape,Overberg,Bredasdorp,CBD,028 424 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Grabouw Clinic,Western Cape,Overberg,Grabouw,CBD,021 859 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Vredenburg Clinic,Western Cape,West Coast,Vredenburg,CBD,022 713 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Saldanha Clinic,Western Cape,West Coast,Saldanha,CBD,022 714 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Vredendal Clinic,Western Cape,West Coast,Vredendal,CBD,027 213 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Clanwilliam Clinic,Western Cape,West Coast,Clanwilliam,CBD,027 482 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Citrusdal Clinic,Western Cape,West Coast,Citrusdal,Citrusdal,022 921 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Lamberts Bay Clinic,Western Cape,West Coast,Lamberts Bay,Lamberts Bay,027 432 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Beaufort West Clinic,Western Cape,Central Karoo,Beaufort West,CBD,023 414 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
